Age_Group_ID, Car_Age,Color,Cr_Age_Group,Drivetrain,  Engine_Value_Index,Engine(CC),Fuel Tank Capacity,Fuel Type,Fuel_Efficieny_Score,Fuel_ID, Height,Kilometer,KMGroup,KMGroup_ID,Length,Location,Make,Max Power,Max Torque,Model,Owner,Price,Price_Per_Seat,PriceBand,PriceBand_ID, PricePerKM,Seating Capacity,Seller Type,Transmission,Transmission_ID,Width,Year
201,3,Black,03-May,AWD,0.02%,2494,58,Hybrid,0.03%,H1Y1B1,1895,4000,0–20k,G1,4935,Delhi,Toyota,115 bhp @ 4700 rpm,198 Nm @ 2800 rpm,Vellfire Hybrid,First,"? 1,15,00,000","? 16,42,857",50L+,PR7,2875,7,Individual,Automatic,AUT,1850,2022
201,3,Black,03-May,AWD,0.03%,2995,85,Petrol,0.05%,P1E1T1,1703,4500,0–20k,G1,5064,Delhi,Audi,335 bhp @ 5200 rpm,500 Nm @ 1370 rpm,Q7 Technology 55 TFSI,First,"? 94,00,000","? 13,42,857",50L+,PR7,2088.89,7,Individual,Automatic,AUT,1970,2022
201,3,Black,03-May,AWD,0.12%,1997,57,Petrol,0.61%,P1E1T1,1844,10000,0–20k,G1,3985,Jalandhar,Mahindra,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,Thar LX 4-STR Hard Top Petrol AT,First,"? 16,50,000","? 4,12,500",15–25L,PR5,165,4,Individual,Automatic,AUT,1820,2022
201,4,Black,03-May,AWD,0.12%,1997,57,Petrol,0.26%,P1E1T1,1844,4400,0–20k,G1,3985,Mumbai,Mahindra,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,Thar LX 4-STR Hard Top Petrol AT,First,"? 17,10,000","? 4,27,500",15–25L,PR5,388.64,4,Individual,Automatic,AUT,1820,2021
201,5,Black,03-May,FWD,0.10%,1956,50,Diesel,0.40%,D1I1E1,1706,8000,0–20k,G1,4598,Bhubaneswar,Tata,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,Harrier XZA Plus Dark Edition,First,"? 19,95,000","? 3,99,000",15–25L,PR5,249.38,5,Individual,Automatic,AUT,1894,2020
201,4,Black,03-May,FWD,0.09%,1582,60,Diesel,0.80%,D1I1E1,1630,14000,0–20k,G1,4270,Chennai,Hyundai,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,Creta 1.6 SX,First,"? 17,50,000","? 3,50,000",15–25L,PR5,125,5,Individual,Manual,MAN,1780,2021
201,4,Black,03-May,FWD,0.10%,1956,50,Diesel,0.78%,D1I1E1,1706,15000,0–20k,G1,4598,Delhi,Tata,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,Harrier XT Plus Dark Edition,First,"? 19,30,000","? 3,86,000",15–25L,PR5,128.67,5,Individual,Manual,MAN,1894,2021
201,4,Black,03-May,FWD,0.09%,1582,60,Diesel,0.97%,D1I1E1,1630,17000,0–20k,G1,4270,Kanpur,Hyundai,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,Creta 1.6 SX (O),First,"? 17,50,000","? 3,50,000",15–25L,PR5,102.94,5,Individual,Manual,MAN,1780,2021
201,3,Black,03-May,FWD,0.09%,1493,50,Diesel,0.53%,D1I1E1,1635,9000,0–20k,G1,4300,Raipur,Hyundai,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,Creta SX 1.5 Diesel [2020-2022],First,"? 17,00,000","? 3,40,000",15–25L,PR5,188.89,5,Individual,Manual,MAN,1790,2022
201,4,Black,03-May,FWD,0.16%,1497,42,Diesel,2.80%,D1I1E1,1627,27000,20–50k,G2,3995,Delhi,Mahindra,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,XUV300 1.5 W6 [2019-2020],First,"? 9,65,000","? 1,93,000",5–10L,PR3,35.74,5,Individual,Manual,MAN,1821,2021
201,3,Black,03-May,FWD,0.09%,1956,50,Diesel,1.67%,D1I1E1,1706,38000,20–50k,G2,4598,Mumbai,Tata,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,Harrier XZA Plus,First,"? 22,75,000","? 4,55,000",15–25L,PR5,59.87,5,Individual,Automatic,AUT,1894,2022
201,5,Black,03-May,FWD,0.11%,1956,60,Diesel,3.68%,D1I1E1,1760,65433,50–100k,G3,4655,Lucknow,MG,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,Hector Sharp 2.0 Diesel Turbo MT,First,"? 17,80,000","? 3,56,000",15–25L,PR5,27.2,5,Individual,Manual,MAN,1835,2020
201,5,Black,03-May,FWD,0.07%,1353,50,Petrol,0.38%,P1E1T1,1645,7000,0–20k,G1,4315,Bangalore,Kia,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,Seltos GTX Plus 1.4 DCT,First,"? 18,50,000","? 3,70,000",15–25L,PR5,264.29,5,Individual,Automatic,AUT,1800,2020
201,4,Black,03-May,FWD,0.05%,1984,54,Petrol,0.29%,P1E1T1,1433,12321,0–20k,G1,4762,Delhi,Audi,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,A4 Premium Plus 40 TFSI,UnRegistered Car,"? 42,00,000","? 8,40,000",25–50L,PR6,340.88,5,Individual,Automatic,AUT,1847,2021
201,3,Black,03-May,FWD,0.05%,1984,54,Petrol,0.00%,P1E1T1,1433,1,0–20k,G1,4762,Delhi,Audi,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,A4 Premium Plus 40 TFSI,UnRegistered Car,"? 41,51,000","? 8,30,200",25–50L,PR6,4151000,5,Individual,Automatic,AUT,1847,2022
201,3,Black,03-May,FWD,0.07%,1353,50,Petrol,0.96%,P1E1T1,1635,18000,0–20k,G1,4300,Delhi,Hyundai,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],First,"? 18,75,000","? 3,75,000",15–25L,PR5,104.17,5,Individual,Automatic,AUT,1790,2022
201,3,Black,03-May,FWD,0.07%,1353,50,Petrol,0.07%,P1E1T1,1635,1300,0–20k,G1,4300,Delhi,Hyundai,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,Creta SX 1.4 Turbo 7 DCT,First,"? 19,11,000","? 3,82,200",15–25L,PR5,1470,5,Individual,Automatic,AUT,1790,2022
201,4,Black,03-May,FWD,0.10%,1497,50,Petrol,0.92%,P1E1T1,1645,14000,0–20k,G1,4315,Delhi,Kia,114 bhp @ 6300 rpm,144 Nm @ 4500 rpm,Seltos HTK Plus 1.5 [2019-2020],First,"? 15,25,000","? 3,05,000",15–25L,PR5,108.93,5,Individual,Manual,MAN,1800,2021
201,3,Black,03-May,FWD,0.11%,1199,44,Petrol,0.14%,P1E1T1,1606,1500,0–20k,G1,3993,Kolkata,Tata,118 bhp @ 5500 rpm,170 Nm @ 1750 rpm,Nexon XZ Plus Dark Edition,First,"? 10,50,000","? 2,10,000",10–15L,PR4,700,5,Individual,Manual,MAN,1811,2022
201,4,Black,03-May,FWD,0.11%,1497,40,Petrol,0.82%,P1E1T1,1495,11000,0–20k,G1,4440,Mumbai,Honda,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,City V CVT Petrol [2017-2019],First,"? 13,40,000","? 2,68,000",10–15L,PR4,121.82,5,Individual,Automatic,AUT,1695,2021
201,5,Black,03-May,FWD,0.07%,1353,50,Petrol,0.96%,P1E1T1,1635,18000,0–20k,G1,4300,Mumbai,Hyundai,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],First,"? 18,75,000","? 3,75,000",15–25L,PR5,104.17,5,Individual,Automatic,AUT,1790,2020
201,5,Black,03-May,FWD,0.12%,1497,50,Petrol,3.29%,P1E1T1,1645,42000,20–50k,G2,4315,Ahmedabad,Kia,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,Seltos HTX 1.5 [2020-2021],First,"? 12,75,000","? 2,55,000",10–15L,PR4,30.36,5,Individual,Manual,MAN,1800,2020
201,4,Black,03-May,FWD,0.08%,1451,60,Petrol,1.89%,P1E1T1,1760,33000,20–50k,G2,4655,Ahmedabad,MG,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,Hector Sharp 1.5 DCT Petrol Dual Tone,First,"? 17,50,000","? 3,50,000",15–25L,PR5,53.03,5,Individual,Automatic,AUT,1835,2021
201,5,Black,03-May,FWD,0.07%,1451,60,Petrol,1.47%,P1E1T1,1760,28584,20–50k,G2,4720,Hyderabad,MG,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,Hector Plus Sharp 1.5 DCT Petrol,First,"? 19,50,000","? 3,25,000",15–25L,PR5,68.22,6,Individual,Automatic,AUT,1835,2020
201,4,Black,03-May,FWD,0.08%,1368,60,Petrol,1.47%,P1E1T1,1640,25700,20–50k,G2,4395,Karnal,Jeep,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,Compass Sport 1.4 Petrol,First,"? 17,48,999","? 3,49,800",15–25L,PR5,68.05,5,Corporate,Manual,MAN,1818,2021
201,3,Black,03-May,RWD,0.10%,2393,55,Diesel,0.45%,D1I1E1,1795,11000,0–20k,G1,4735,Agra,Toyota,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,Innova GX 2.4 AT 7 STR,First,"? 24,25,000","? 3,46,429",15–25L,PR5,220.45,7,Individual,Automatic,AUT,1830,2022
201,4,Black,03-May,RWD,0.05%,1995,63,Diesel,0.21%,D1I1E1,1545,8000,0–20k,G1,4454,Delhi,BMW,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,X1 sDrive20d xLine,First,"? 39,00,000","? 7,80,000",25–50L,PR6,487.5,5,Individual,Automatic,AUT,2044,2021
201,4,Black,03-May,RWD,0.05%,1996,80,Diesel,0.24%,D1I1E1,1837,9400,0–20k,G1,4903,Delhi,Ford,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,Endeavour Titanium 2.0 4x2 AT,First,"? 39,75,000","? 5,67,857",25–50L,PR6,422.87,7,Individual,Automatic,AUT,1869,2021
201,4,Black,03-May,RWD,0.03%,1950,80,Diesel,0.17%,D1I1E1,1494,13000,0–20k,G1,5063,Delhi,Mercedes-Benz,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,E-Class E 220 d Avantgarde,First,"? 74,75,000","? 14,95,000",50L+,PR7,575,5,Individual,Automatic,AUT,1860,2021
201,4,Black,03-May,RWD,0.03%,1950,80,Diesel,0.17%,D1I1E1,1494,13000,0–20k,G1,5063,Delhi,Mercedes-Benz,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,E-Class E 220d Exclusive [2019-2019],First,"? 74,75,000","? 14,95,000",50L+,PR7,575,5,Individual,Automatic,AUT,1860,2021
201,3,Black,03-May,RWD,0.03%,1950,80,Diesel,0.14%,D1I1E1,1494,11000,0–20k,G1,5063,Delhi,Mercedes-Benz,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,E-Class E 220d Exclusive [2019-2019],First,"? 77,80,000","? 15,56,000",50L+,PR7,707.27,5,Individual,Automatic,AUT,1860,2022
201,5,Black,03-May,RWD,0.05%,1996,80,Diesel,0.53%,D1I1E1,1837,20000,0–20k,G1,4903,Karnal,Ford,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,Endeavour Titanium 2.0 4x2 AT,First,"? 38,00,000","? 5,42,857",25–50L,PR6,190,7,Individual,Automatic,AUT,1869,2020
201,5,Black,03-May,RWD,0.03%,1995,65,Diesel,0.52%,D1I1E1,1479,30000,20–50k,G2,4936,Mumbai,BMW,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,5-Series 520d Luxury Line [2017-2019],First,"? 58,00,000","? 11,60,000",50L+,PR7,193.33,5,Individual,Automatic,AUT,1868,2020
201,5,Black,03-May,RWD,0.08%,2755,80,Diesel,1.55%,D1I1E1,1835,55000,50–100k,G3,4795,Delhi,Toyota,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,Fortuner 2.8 4x2 AT [2016-2020],First,"? 35,50,000","? 5,07,143",25–50L,PR6,64.55,7,Corporate,Automatic,AUT,1855,2020
201,5,Black,03-May,RWD,0.04%,1998,57,Petrol,0.35%,P1E1T1,1429,19000,0–20k,G1,4633,Chennai,BMW,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,3-Series 330i M Sport Edition,First,"? 55,00,000","? 11,00,000",50L+,PR7,289.47,5,Individual,Automatic,AUT,1811,2020
201,4,Black,03-May,RWD,0.03%,1991,80,Petrol,0.12%,P1E1T1,1494,7500,0–20k,G1,5063,Delhi,Mercedes-Benz,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,E-Class E 200 Exclusive [2019-2019],First,"? 65,00,000","? 13,00,000",50L+,PR7,866.67,5,Individual,Automatic,AUT,1860,2021
201,3,Black,03-May,RWD,0.10%,2694,65,Petrol,0.46%,P1E1T1,1795,12050,0–20k,G1,4735,Delhi,Toyota,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,Innova ZX 2.7 AT 7 STR,First,"? 25,98,000","? 3,71,143",25–50L,PR6,215.6,7,Individual,Automatic,AUT,1830,2022
201,4,Black,03-May,RWD,0.02%,3982,70,Petrol,0.11%,P1E1T1,1498,21000,20–50k,G2,5462,Gurgaon,Mercedes-Benz,463 bhp @ 5250 rpm,700 Nm @ 2000 rpm,S-Class Maybach S 560,First,"? 1,85,00,000","? 46,25,000",50L+,PR7,880.95,4,Individual,Automatic,AUT,1899,2021
201,3,Black,03-May,Unknown,0.01%,1000,44,Petrol,0.02%,P1E1T1,1562,1102,0–20k,G1,4050,Bangalore,Mercedes-Benz,,,E-Class 200,UnRegistered Car,"? 70,50,000","? 17,62,500",50L+,PR7,6397.46,4,Individual,Manual,MAN,1710,2022
201,5,Black,03-May,Unknown,0.05%,1998,44,Petrol,0.33%,P1E1T1,1414,13000,0–20k,G1,3850,Delhi,MINI,189 bhp @,280 Nm @ 1250 rpm,Cooper S,First,"? 39,00,000","? 9,75,000",25–50L,PR6,300,4,Individual,Automatic,AUT,1727,2020
201,3,Blue,03-May,AWD,0.02%,1950,93,Diesel,0.11%,D1I1E1,1772,10000,0–20k,G1,4924,Delhi,Mercedes-Benz,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,GLE 300d 4MATIC LWB,First,"? 92,00,000","? 18,40,000",50L+,PR7,920,5,Individual,Automatic,AUT,2157,2022
201,4,Blue,03-May,AWD,0.02%,2925,90,Diesel,0.15%,D1I1E1,1823,20000,0–20k,G1,5207,Delhi,Mercedes-Benz,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,GLS 400d 4MATIC,First,"? 1,30,00,000","? 18,57,143",50L+,PR7,650,7,Individual,Automatic,AUT,2157,2021
201,3,Blue,03-May,AWD,0.03%,1950,66,Diesel,0.10%,D1I1E1,1644,7000,0–20k,G1,4658,Lucknow,Mercedes-Benz,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,GLC 220d 4MATIC Progressive,First,"? 67,50,000","? 13,50,000",50L+,PR7,964.29,5,Individual,Automatic,AUT,1890,2022
201,5,Blue,03-May,AWD,0.12%,2184,57,Diesel,1.61%,D1I1E1,1855,30000,20–50k,G2,3985,Bangalore,Mahindra,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,Thar LX 4-STR Convertible Diesel AT,First,"? 18,64,999","? 4,66,250",15–25L,PR5,62.17,4,Individual,Automatic,AUT,1820,2020
201,5,Blue,03-May,AWD,0.04%,2993,80,Diesel,0.35%,D1I1E1,1745,29000,20–50k,G2,4922,Delhi,BMW,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,X5 xDrive30d xLine,First,"? 83,00,000","? 16,60,000",50L+,PR7,286.21,5,Individual,Automatic,AUT,2004,2020
201,5,Blue,03-May,AWD,0.03%,2993,80,Diesel,0.25%,D1I1E1,1745,21696,20–50k,G2,4922,Mumbai,BMW,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,X5 xDrive30d xLine,First,"? 86,00,000","? 17,20,000",50L+,PR7,396.39,5,Individual,Automatic,AUT,2004,2020
201,3,Blue,03-May,AWD,0.03%,1998,60,Petrol,0.27%,P1E1T1,1676,18223,0–20k,G1,4708,Ahmedabad,BMW,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,X3 xDrive30i M Sport,First,"? 66,80,000","? 13,36,000",50L+,PR7,366.57,5,Individual,Automatic,AUT,1891,2022
201,3,Blue,03-May,AWD,0.04%,1984,70,Petrol,0.00%,P1E1T1,1659,1,0–20k,G1,4663,Delhi,Audi,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,Q5 45 TFSI Premium Plus,UnRegistered Car,"? 56,51,000","? 11,30,200",50L+,PR7,5651000,5,Individual,Automatic,AUT,1898,2022
201,3,Blue,03-May,AWD,0.06%,1984,55,Petrol,0.13%,P1E1T1,1548,4600,0–20k,G1,4318,Gurgaon,Audi,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,Q2 Premium 40 TFSI quattro,First,"? 34,50,000","? 6,90,000",25–50L,PR6,750,5,Individual,Automatic,AUT,1805,2022
201,3,Blue,03-May,AWD,0.02%,1984,65,Petrol,0.10%,P1E1T1,1624,9000,0–20k,G1,4696,Gurgaon,Porsche,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,Macan Base [2019-2020],First,"? 91,00,000","? 18,20,000",50L+,PR7,1011.11,5,Individual,Automatic,AUT,1923,2022
201,4,Blue,03-May,AWD,0.13%,1997,57,Petrol,0.54%,P1E1T1,1844,8519,0–20k,G1,3985,Mumbai,Mahindra,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,Thar LX 4-STR Hard Top Petrol MT,First,"? 15,75,000","? 3,93,750",15–25L,PR5,184.88,4,Individual,Manual,MAN,1820,2021
201,4,Blue,03-May,AWD,0.02%,2995,75,Petrol,0.05%,P1E1T1,1696,7534,0–20k,G1,4918,Mumbai,Porsche,335 bhp @ 5300 rpm,450 Nm @ 1340 rpm,Cayenne Base,UnRegistered Car,"? 1,49,00,000","? 29,80,000",50L+,PR7,1977.7,5,Individual,Automatic,AUT,1983,2021
201,3,Blue,03-May,AWD,0.02%,2995,75,Petrol,0.02%,P1E1T1,1676,2766,0–20k,G1,4931,Mumbai,Porsche,335 bhp @ 5300 rpm,450 Nm @ 1340 rpm,Cayenne Coupe Platinum Edition,First,"? 1,62,00,000","? 40,50,000",50L+,PR7,5856.83,4,Individual,Automatic,AUT,1983,2022
201,5,Blue,03-May,AWD,0.04%,2995,65,Petrol,0.51%,P1E1T1,1624,38000,20–50k,G2,4696,Ahmedabad,Porsche,349 bhp @ 5400 rpm,480 Nm @ 1360 rpm,Macan S [2019-2020],First,"? 75,00,000","? 15,00,000",50L+,PR7,197.37,5,Individual,Automatic,AUT,1923,2020
201,4,Blue,03-May,FWD,0.08%,1956,50,Diesel,0.57%,D1I1E1,1786,13594,0–20k,G1,4661,Bangalore,Tata,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,Safari XZA Plus 6S Adventure New,First,"? 23,95,000","? 3,99,167",15–25L,PR5,176.18,6,Individual,Automatic,AUT,1894,2021
201,5,Blue,03-May,FWD,0.04%,1496,44,Diesel,0.55%,D1I1E1,1425,19759,0–20k,G1,3982,Coimbatore,MINI,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,Cooper D 5 Door,First,"? 35,90,000","? 7,18,000",25–50L,PR6,181.69,5,Individual,Automatic,AUT,1727,2020
201,5,Blue,03-May,FWD,0.05%,1995,50,Diesel,0.30%,D1I1E1,1420,12136,0–20k,G1,4526,Hyderabad,BMW,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,2 Series Gran Coupe 220d M Sport [2020-2021],First,"? 41,00,000","? 8,20,000",25–50L,PR6,337.84,5,Corporate,Automatic,AUT,1800,2020
201,5,Blue,03-May,FWD,0.03%,1969,55,Diesel,0.04%,D1I1E1,1443,2600,0–20k,G1,4963,Mumbai,Volvo,187 bhp @ 4250 rpm,400 Nm @ 1750 rpm,S90 D4 Inscription,First,"? 60,00,000","? 12,00,000",50L+,PR7,2307.69,5,Individual,Automatic,AUT,1879,2020
201,5,Blue,03-May,FWD,0.05%,1995,50,Diesel,0.26%,D1I1E1,1420,11000,0–20k,G1,4526,Pune,BMW,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,2 Series Gran Coupe 220d M Sport [2020-2021],First,"? 43,00,000","? 8,60,000",25–50L,PR6,390.91,5,Individual,Automatic,AUT,1800,2020
201,5,Blue,03-May,FWD,0.08%,1968,50,Diesel,1.43%,D1I1E1,1416,36978,20–50k,G2,4456,Chandigarh,Audi,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,A3 35 TDI Premium Plus,Second,"? 25,90,000","? 5,18,000",25–50L,PR6,70.04,5,Individual,Automatic,AUT,1796,2020
201,5,Blue,03-May,FWD,0.14%,1493,45,Diesel,5.19%,D1I1E1,1605,56000,50–100k,G3,3995,Jalandhar,Hyundai,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,Venue SX (O) 1.5 CRDi,First,"? 10,80,000","? 2,16,000",10–15L,PR4,19.29,5,Individual,Manual,MAN,1770,2020
201,5,Blue,03-May,FWD,0.07%,1000,44,Electric,0.67%,E1L1E1,1606,10000,0–20k,G1,3993,Mumbai,Tata,,,Nexon EV XZ Plus,First,"? 14,85,000","? 2,97,000",10–15L,PR4,148.5,5,Individual,Automatic,AUT,1811,2020
201,3,Blue,03-May,FWD,0.07%,1000,44,Electric,0.34%,E1L1E1,1606,5000,0–20k,G1,3993,Mumbai,Tata,,,Nexon EV XZ Plus,First,"? 14,50,000","? 2,90,000",10–15L,PR4,290,5,Individual,Automatic,AUT,1811,2022
201,5,Blue,03-May,FWD,0.05%,1000,44,Electric,1.83%,E1L1E1,1620,38500,20–50k,G2,4314,Delhi,MG,,,ZS EV Exclusive [2020-2021],First,"? 21,00,000","? 4,20,000",15–25L,PR5,54.55,5,Individual,Automatic,AUT,1809,2020
201,5,Blue,03-May,FWD,0.05%,2487,50,Hybrid,0.27%,H1Y1B1,1445,14000,0–20k,G1,4975,Delhi,Lexus,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,ES 300h Exquisite [2020-2021],First,"? 52,00,000","? 10,40,000",50L+,PR7,371.43,5,Individual,Automatic,AUT,1865,2020
201,5,Blue,03-May,FWD,0.05%,2487,50,Hybrid,0.56%,H1Y1B1,1445,27000,20–50k,G2,4975,Mumbai,Lexus,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,ES 300h Exquisite [2020-2021],First,"? 48,00,000","? 9,60,000",25–50L,PR6,177.78,5,Individual,Automatic,AUT,1865,2020
201,4,Blue,03-May,FWD,0.14%,1197,37,Petrol,1.28%,P1E1T1,1510,11030,0–20k,G1,3995,Bangalore,Toyota,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,Glanza G,First,"? 8,60,000","? 1,72,000",5–10L,PR3,77.97,5,Individual,Manual,MAN,1745,2021
201,4,Blue,03-May,FWD,0.03%,1332,43,Petrol,0.22%,P1E1T1,1446,9000,0–20k,G1,4549,Chennai,Mercedes-Benz,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,A-Class Sedan 200,First,"? 41,00,000","? 8,20,000",25–50L,PR6,455.56,5,Individual,Automatic,AUT,1796,2021
201,4,Blue,03-May,FWD,0.05%,1368,60,Petrol,0.63%,P1E1T1,1640,17000,0–20k,G1,4405,Delhi,Jeep,161 bhp @ 5500 rpm,250 Nm @ 2500 rpm,Compass Model S (O) 1.4 Petrol DCT,First,"? 27,00,000","? 5,40,000",25–50L,PR6,158.82,5,Individual,Automatic,AUT,1818,2021
